distrito;inep;unidade_escolar;creche;pre_escola;1_ano;2_ano;3_ano;4_ano;5_ano;6_ano;7_ano;8_ano;9_ano;eja_ai;eja_af
VI;23324260;E.M. JORNALISTA JOSE BLANCHARD GIRAO DA SILVA;158;182;108;103;138;129;127;0;0;0;0;0;0
VI;23250429;E.M. JOSE BARROS DE ALENCAR;0;61;40;52;60;51;0;0;0;0;0;0;0
VI;23186771;E.M. JOSE MOREIRA LEITAO;153;209;120;127;185;204;167;0;0;0;0;0;0
VI;23078693;E.M. JOSEFA BARROS DE ALENCAR;0;38;61;91;119;109;98;0;0;0;0;0;0
VI;23256001;E.M. LIONS CLUBE FORTALEZA FATIMA;0;40;50;43;58;55;58;0;0;0;0;0;0
VI;23244291;E.M. MANOELITO GUIMARAES DOMINGUES;131;170;117;94;77;110;102;0;0;0;0;0;0
VI;23184558;E.M. MANUEL LIMA SOARES;118;0;0;0;0;0;0;155;138;103;86;32;118
VI;23073535;E.M. MARIA DE JESUS ORIA ALENCAR;184;167;122;111;121;113;124;0;0;0;0;0;0
VI;23073667;E.M. MARIA HELENILCE CAVALCANTE LEITE MARTINS;121;0;0;0;0;0;0;235;206;143;157;57;158
VI;23074078;E.M. MARIETA CALS;218;127;0;0;0;0;0;179;251;221;211;58;209
VI;23074124;E.M. MARTHA DOS MARTINS COELHO GUILHERME;0;0;30;46;63;80;87;194;153;126;83;0;0
VI;23078677;E.M. MOREIRA DA ROCHA;0;0;38;72;63;168;146;0;0;0;0;57;165
VI;23078723;E.M. OTAVIO DE FARIAS;0;0;143;157;240;240;73;0;0;0;0;87;82
VI;23074582;E.M. PARQUE SAO MIGUEL;215;159;63;77;69;0;0;0;0;0;0;0;0
VI;23546999;E.M. PAULO SERGIO DE SOUSA LIRA;0;0;68;115;136;116;68;0;0;0;0;59;82
VI;23065206;E.M. PROFESSOR ANISIO TEIXEIRA;123;130;143;132;145;116;142;0;0;0;0;0;0
VI;23263075;E.M. PROFESSOR CLODOMIR TEOFILO GIRAO;0;144;94;115;117;161;166;0;0;0;0;71;69
VI;23070013;E.M. PROFESSOR FRANCISCO DE MELO JABORANDI;165;197;138;121;198;160;167;0;0;0;0;0;0
VI;23256605;E.M. PROFESSORA BERNADETE ORIA DE OLIVEIRA;131;196;90;91;87;84;83;0;0;0;0;0;0
VI;23070188;E.M. PROFESSORA FERNANDA MARIA DE ALENCAR COLARES;79;39;36;49;60;77;72;125;132;135;150;0;0
VI;23324279;E.M. PROFESSORA MARIA ANTONEZIA MEIRELES E SA;37;140;0;0;0;0;158;349;237;129;103;0;0
VI;23256460;E.M. PROFESSORA MARIA DO SOCORRO FERREIRA VIRINO;120;198;72;93;118;115;123;0;0;0;0;0;0
VI;23255919;E.M. PROFESSORA MARIA EVAN DO CARMO;18;145;60;38;58;0;0;0;0;0;0;0;0
VI;23325224;E.M. PROFESSORA MARIA JOSE MACARIO COELHO;0;0;19;37;27;71;84;96;209;66;63;0;0
VI;23256540;E.M. PROFESSORA OLINDINA CARVALHO DE MORAIS;52;248;116;40;0;0;0;0;0;0;0;0;0
VI;23323469;E.M. PROFESSORA RAIMUNDA FELIX DE ALCANTARA;0;0;0;0;0;0;0;167;167;163;111;0;0
VI;23078006;E.M. PROFESSORA TEREZINHA FERREIRA PARENTE;126;0;0;0;0;0;0;164;171;253;206;95;202
VI;23078448;E.M. PROFESSORA VICENTINA CAMPOS MARINHO LOPES;0;0;0;0;0;0;0;96;101;117;92;0;0
VI;23250666;E.M. RAIMUNDO DE MOURA MATOS;132;251;123;134;180;134;119;203;0;0;0;73;148
VI;23242710;E.M. SANTA TEREZINHA;0;76;42;48;55;58;53;0;0;0;0;0;0
VI;23233800;E.M. SINO PINHEIRO;64;0;59;150;219;220;197;0;0;0;0;77;115
VI;23077794;E.M. TAIS MARIA BEZERRA NOGUEIRA;0;0;0;0;0;0;0;233;196;158;133;111;222
VI;23078162;E.M. TRISTAO DE ALENCAR;153;129;39;42;52;54;56;0;0;0;0;0;0
VI;23072229;E.M. VEREADOR JOSE BARROS DE ALENCAR;0;0;0;0;0;0;0;187;185;118;90;32;105
;;;;;;;;;;;;;;;
